user_id,age,gender,location,category,preferred_brand,color_preference,size,season,festival,purchase_amount,purchase_frequency,avg_order_value,last_purchase_days,browsing_time,product_views,wishlist_items,discount_used,coupon_usage_rate,price_sensitivity,loyalty_score
406,56,Female,Delhi,T-shirt,Zara,White,M,Summer,Holi,113.82,3,212.35,79,14,11,9,Yes,0.83,Low,20.19
407,22,Male,Bangalore,Shoes,Nike,Blue,M,Summer,NewYear,213.31,7,241.73,23,36,10,7,Yes,0.84,High,15.47
408,39,Female,Delhi,Shoes,Zara,Black,XL,Autumn,Eid,213.63,7,183.25,106,6,5,7,No,0.67,High,48.17
409,46,Male,Kolkata,Shoes,Nike,Blue,L,Summer,Christmas,167.09,2,274.5,3,9,13,6,Yes,0.3,Low,52.93
410,20,Male,Bangalore,T-shirt,Uniqlo,White,XL,Winter,NewYear,295.92,3,283.76,101,21,12,5,No,0.04,Medium,94.89
411,29,Male,Bangalore,Jeans,Nike,Black,L,Summer,None,107.44,2,38.01,93,12,10,3,Yes,0.94,Medium,7.32
412,43,Female,Delhi,Jacket,Uniqlo,White,M,Spring,None,168.05,9,132.66,45,30,7,0,No,0.59,Medium,59.99
413,33,Female,Kolkata,Jacket,Uniqlo,Black,M,Winter,Holi,197.44,1,26.57,8,31,19,8,Yes,0.3,Medium,52.65
414,54,Male,Chennai,Dress,Nike,White,M,Autumn,NewYear,239.0,3,112.24,86,4,19,0,No,0.15,Medium,51.62
415,39,Female,Kolkata,Jacket,H&M,Blue,S,Summer,Holi,278.71,5,170.32,117,31,19,3,Yes,0.83,Low,87.32
416,46,Female,Mumbai,Jacket,Adidas,Blue,S,Spring,Diwali,150.29,4,275.02,29,27,12,2,No,0.84,High,20.55
417,31,Male,Hyderabad,Shoes,Zara,White,S,Autumn,Holi,233.2,2,257.04,2,25,20,6,No,0.81,Low,4.08
418,45,Male,Chennai,Shoes,Levis,Black,XL,Autumn,Diwali,69.7,1,55.7,105,5,22,4,No,0.65,Medium,67.23
419,22,Female,Bangalore,T-shirt,Adidas,Red,M,Winter,None,327.77,8,46.05,113,6,15,4,No,0.37,Medium,34.52
420,47,Male,Chennai,Dress,Zara,Blue,M,Autumn,NewYear,146.41,0,184.99,50,5,5,3,No,0.3,High,1.76
421,22,Female,Bangalore,Shirt,Zara,Blue,XL,Autumn,Diwali,260.74,8,168.99,109,27,24,0,No,0.01,Low,25.14
422,29,Female,Bangalore,Hoodie,Uniqlo,Beige,S,Autumn,NewYear,26.71,0,94.59,65,8,14,4,Yes,0.83,High,30.93
423,33,Female,Chennai,Dress,Zara,Red,XL,Autumn,NewYear,87.71,6,271.85,108,9,12,3,Yes,0.09,Medium,61.68
424,43,Female,Bangalore,Dress,Levis,White,S,Summer,Diwali,180.74,5,279.66,20,15,21,9,No,0.63,Medium,17.26
425,43,Male,Bangalore,Jeans,Zara,Black,M,Summer,Eid,309.82,6,132.73,52,36,11,7,No,0.5,High,41.31
426,38,Male,Mumbai,T-shirt,Nike,Beige,L,Summer,Holi,193.99,2,269.28,85,7,5,1,No,0.53,Medium,48.25
427,56,Male,Kolkata,Jeans,Adidas,White,S,Summer,Diwali,326.86,2,127.51,37,32,16,7,No,0.93,Low,45.92
428,53,Male,Kolkata,Dress,Nike,Green,M,Spring,None,179.65,0,226.31,72,8,18,0,No,0.03,Medium,97.39
429,50,Female,Hyderabad,Dress,Levis,Blue,M,Summer,NewYear,181.85,3,153.26,27,15,12,3,No,0.77,Medium,4.55
430,47,Female,Hyderabad,Dress,Zara,Green,L,Autumn,Christmas,59.52,1,54.32,47,37,5,2,No,0.05,Low,95.1
431,54,Male,Mumbai,Jacket,Levis,Blue,M,Summer,Diwali,284.88,9,279.82,99,19,16,4,Yes,0.04,Medium,58.19
432,40,Female,Hyderabad,Hoodie,Uniqlo,Blue,M,Summer,Holi,101.5,7,147.15,6,39,12,4,No,0.43,High,79.57
433,27,Female,Chennai,Hoodie,Nike,Green,S,Winter,NewYear,316.87,2,225.66,60,6,23,4,No,0.06,High,43.04
434,22,Female,Delhi,Jeans,Nike,Green,S,Autumn,Eid,320.57,6,122.81,45,19,2,3,Yes,0.79,Medium,45.38
435,53,Male,Delhi,Dress,H&M,White,L,Summer,None,331.29,6,25.29,44,28,6,7,Yes,0.53,Low,87.93
436,51,Male,Delhi,Hoodie,Zara,Beige,L,Summer,Eid,191.68,8,48.15,83,17,23,2,No,0.03,Low,89.59
437,48,Male,Mumbai,Shoes,Uniqlo,Beige,M,Summer,Christmas,243.44,5,158.94,18,19,21,3,Yes,0.04,High,23.87
438,27,Female,Mumbai,Hoodie,Nike,Green,S,Spring,Diwali,276.91,0,213.19,65,31,4,0,Yes,0.61,Medium,19.92
439,36,Male,Bangalore,T-shirt,Nike,White,L,Summer,NewYear,63.23,7,113.73,25,11,13,6,Yes,0.81,Low,49.62
440,49,Male,Delhi,T-shirt,Uniqlo,Beige,L,Winter,Diwali,218.32,0,214.74,27,15,10,0,No,0.44,Low,90.03
441,18,Male,Chennai,Hoodie,Levis,White,XL,Autumn,Holi,31.32,2,215.62,7,10,17,1,No,0.55,High,32.24
442,22,Male,Hyderabad,Shoes,Levis,White,L,Autumn,Diwali,184.2,4,217.1,44,23,14,6,Yes,0.8,High,65.2
443,21,Male,Chennai,T-shirt,Zara,Blue,M,Summer,None,71.1,7,157.91,106,3,24,0,No,0.61,Low,70.82
444,33,Male,Hyderabad,Jacket,H&M,Beige,S,Summer,Christmas,80.36,8,276.17,29,3,15,2,No,0.22,High,77.87
445,41,Female,Delhi,Hoodie,Nike,Beige,L,Summer,Eid,140.47,6,156.98,95,18,8,5,No,0.61,Low,56.39
446,33,Female,Delhi,Jacket,H&M,Blue,XL,Autumn,Christmas,162.7,8,146.07,44,25,23,5,Yes,0.63,Medium,40.25
447,19,Male,Delhi,Hoodie,Levis,Green,S,Autumn,NewYear,225.65,2,75.83,107,20,24,5,Yes,0.73,High,96.7
448,45,Male,Mumbai,Shirt,Levis,Blue,L,Spring,Diwali,44.56,4,106.14,36,29,18,1,Yes,0.62,High,61.13
449,49,Female,Hyderabad,Shirt,Adidas,Beige,XL,Winter,NewYear,186.22,9,31.85,19,22,3,1,Yes,0.97,Medium,72.86
450,44,Female,Mumbai,Shirt,Zara,Beige,L,Spring,Eid,80.27,7,197.39,6,15,17,5,No,0.2,Low,34.5
451,37,Male,Mumbai,T-shirt,Adidas,Green,S,Winter,NewYear,209.41,0,89.59,25,39,24,9,No,0.95,Low,66.99
452,41,Male,Kolkata,Jacket,Adidas,Blue,S,Spring,Holi,230.34,7,105.16,31,10,24,4,No,0.54,High,25.78
453,29,Male,Chennai,Jacket,Adidas,Black,S,Autumn,Christmas,203.71,6,235.83,9,21,7,6,Yes,0.67,Low,24.51
454,52,Male,Chennai,Jacket,Zara,Black,M,Spring,Eid,263.64,0,111.62,84,29,13,6,Yes,0.1,Low,71.47
455,50,Female,Bangalore,Shoes,Zara,Green,L,Winter,Eid,130.75,9,87.81,74,32,16,4,No,0.38,Medium,52.14
456,50,Male,Mumbai,Jacket,Uniqlo,Blue,M,Summer,Eid,272.49,9,67.34,37,10,5,7,Yes,0.77,Medium,68.33
457,54,Male,Hyderabad,Shoes,H&M,Blue,S,Winter,None,162.81,5,236.96,27,13,4,9,Yes,0.71,Medium,26.94
458,29,Male,Kolkata,Shirt,H&M,White,XL,Summer,Christmas,179.78,0,56.32,13,23,10,5,No,0.04,High,59.87
459,20,Male,Kolkata,Shirt,Uniqlo,Beige,L,Autumn,NewYear,233.87,1,147.05,41,23,13,4,Yes,0.55,Medium,44.39
460,18,Female,Chennai,T-shirt,Uniqlo,Red,M,Winter,Eid,26.06,4,161.94,66,31,10,3,Yes,0.09,Medium,59.7
461,50,Female,Mumbai,Hoodie,Levis,Green,L,Spring,Christmas,235.82,1,212.47,114,4,14,6,No,1.0,Low,29.09
462,57,Female,Bangalore,Shirt,Adidas,Red,XL,Winter,Eid,224.13,9,197.32,85,3,22,3,Yes,0.9,Medium,71.55
463,27,Male,Mumbai,Hoodie,Uniqlo,Red,M,Summer,Holi,122.25,0,247.0,97,21,12,4,No,0.02,High,80.59
464,46,Male,Delhi,Hoodie,Nike,Green,S,Autumn,Holi,48.31,5,32.53,24,2,1,4,No,0.86,Medium,25.99
465,30,Female,Mumbai,T-shirt,H&M,Blue,M,Spring,Holi,50.01,7,103.0,117,4,21,0,Yes,0.92,High,30.06
466,29,Male,Delhi,Dress,Uniqlo,Green,L,Winter,Diwali,324.66,7,98.44,44,1,20,0,No,0.35,Low,66.12
467,48,Male,Delhi,Dress,Nike,Red,L,Summer,Eid,247.46,7,60.88,106,15,20,2,Yes,0.72,Low,69.56
468,19,Female,Bangalore,Jeans,Nike,Beige,L,Spring,Diwali,61.94,5,100.97,98,33,7,2,Yes,0.44,Medium,70.41
469,52,Female,Hyderabad,T-shirt,Nike,Beige,L,Autumn,Christmas,137.72,2,106.73,60,6,9,1,Yes,0.66,Low,68.27
470,40,Female,Chennai,Jeans,Levis,Beige,S,Spring,Diwali,215.52,0,166.13,9,7,8,1,Yes,0.34,Medium,39.28
471,34,Female,Mumbai,Jeans,Levis,Blue,M,Autumn,Christmas,295.74,1,205.84,2,19,13,5,Yes,0.32,Low,39.49
472,43,Male,Delhi,Dress,Nike,Black,S,Spring,Christmas,34.41,4,126.71,119,1,14,0,Yes,0.42,High,25.48
473,25,Male,Mumbai,T-shirt,Levis,Green,S,Winter,Christmas,98.09,9,221.45,56,39,12,5,Yes,0.15,Low,15.68
474,46,Female,Hyderabad,Dress,Adidas,Beige,S,Summer,NewYear,313.62,4,114.13,30,19,8,4,Yes,0.83,Medium,69.26
475,43,Male,Chennai,Jeans,Nike,Green,L,Winter,Diwali,23.02,9,101.28,22,26,21,5,Yes,0.35,Medium,9.32
476,27,Female,Hyderabad,T-shirt,Adidas,Beige,L,Winter,NewYear,86.46,0,171.53,110,12,22,4,No,0.4,Medium,93.78
477,43,Female,Chennai,Jeans,Adidas,Blue,L,Autumn,Eid,336.48,0,26.64,75,22,18,6,No,0.89,High,82.67
478,51,Male,Kolkata,Jacket,Nike,Black,M,Autumn,Diwali,222.42,8,42.34,119,13,16,0,Yes,0.5,Low,85.75
479,58,Female,Chennai,Hoodie,H&M,Black,XL,Autumn,Eid,106.35,1,137.03,107,28,11,2,Yes,0.54,Medium,90.67
480,24,Male,Bangalore,T-shirt,Nike,Beige,L,Winter,Eid,42.11,6,284.02,81,14,16,5,Yes,0.96,High,40.86
481,21,Male,Hyderabad,T-shirt,Nike,Blue,M,Spring,Christmas,29.3,9,222.02,100,22,14,0,No,0.89,High,84.67
482,28,Male,Delhi,Hoodie,Levis,White,L,Spring,Diwali,100.77,3,44.68,13,30,3,6,No,0.17,High,15.81
483,46,Male,Kolkata,Jeans,Nike,Green,L,Winter,Eid,310.89,6,256.97,71,20,21,3,Yes,0.47,Low,2.16
484,53,Female,Bangalore,Jacket,H&M,Green,S,Winter,Holi,157.25,7,225.04,16,27,2,2,Yes,0.97,Low,78.49
485,42,Male,Mumbai,Shoes,Levis,Red,S,Summer,Eid,257.71,4,191.07,97,38,3,9,Yes,0.37,Low,7.48
486,38,Female,Hyderabad,Hoodie,Zara,Blue,S,Autumn,Holi,323.03,0,249.68,45,34,4,8,No,0.37,High,98.85
487,53,Female,Delhi,Dress,Zara,Red,M,Autumn,Diwali,154.65,3,133.15,65,39,22,0,Yes,0.2,Low,67.48
488,27,Female,Chennai,Jeans,Adidas,Beige,XL,Winter,NewYear,83.12,9,82.02,11,37,5,7,No,0.11,Medium,75.34
489,54,Female,Delhi,Hoodie,Adidas,Red,XL,Winter,Diwali,190.65,2,163.37,70,1,10,0,No,0.74,High,24.58
490,26,Male,Mumbai,Hoodie,H&M,Black,M,Spring,NewYear,319.67,9,173.68,20,15,20,4,Yes,0.77,Low,67.39
491,41,Male,Kolkata,T-shirt,Uniqlo,Green,L,Winter,NewYear,285.44,4,170.73,99,32,2,9,No,0.97,High,4.32
492,52,Female,Kolkata,Dress,Zara,Red,M,Spring,Diwali,41.72,9,178.22,108,8,12,7,Yes,0.77,High,83.78
493,52,Female,Hyderabad,Dress,Adidas,Black,L,Winter,Eid,248.55,9,285.64,63,33,5,5,No,0.24,Low,16.96
494,53,Male,Kolkata,Dress,Zara,Blue,M,Summer,None,208.73,5,272.63,101,18,5,6,No,0.04,High,69.74
495,35,Female,Hyderabad,Hoodie,H&M,Red,M,Summer,Eid,319.46,1,265.2,105,29,23,7,Yes,0.99,Low,22.45
496,56,Male,Hyderabad,Shoes,H&M,Beige,M,Spring,Eid,60.42,6,244.4,90,32,1,5,Yes,0.34,Low,6.85
497,49,Female,Hyderabad,Shirt,Uniqlo,Beige,XL,Autumn,Christmas,196.23,2,284.16,12,33,4,5,No,0.31,Low,48.15
498,41,Male,Chennai,Jeans,Uniqlo,Beige,S,Summer,Christmas,310.22,0,47.58,62,5,21,5,No,0.91,High,16.93
499,40,Female,Bangalore,Shirt,Levis,Green,M,Spring,Eid,155.31,9,94.23,94,18,24,4,No,0.59,High,72.94
500,49,Female,Hyderabad,Hoodie,H&M,Red,XL,Winter,Holi,179.06,2,158.62,92,10,12,7,Yes,0.21,Low,23.76
501,54,Male,Hyderabad,Shirt,Adidas,Blue,S,Winter,NewYear,43.25,8,257.03,91,36,12,1,Yes,0.89,High,34.25
502,29,Female,Bangalore,Hoodie,Zara,Red,S,Spring,Christmas,111.79,9,161.45,42,33,16,6,Yes,0.99,Low,56.74
503,30,Female,Delhi,Shirt,Nike,Green,M,Autumn,Eid,127.09,5,229.45,83,23,24,3,Yes,0.09,Medium,28.5
504,40,Male,Hyderabad,Dress,Uniqlo,Black,L,Spring,None,331.89,5,58.91,69,5,17,0,No,0.86,High,37.8
505,42,Female,Chennai,Jacket,Nike,Green,L,Spring,Holi,113.28,3,90.68,58,34,21,4,No,0.39,High,81.56
506,52,Male,Kolkata,Dress,Adidas,Beige,L,Summer,Diwali,172.09,7,224.9,5,24,10,2,No,0.52,Medium,17.92
507,58,Male,Kolkata,Dress,Uniqlo,Black,M,Spring,Eid,241.53,4,66.13,105,17,17,3,No,0.91,Medium,8.22
508,47,Female,Mumbai,T-shirt,Nike,Beige,L,Spring,Eid,73.52,6,118.38,27,31,17,6,No,0.97,Medium,32.84
509,34,Female,Mumbai,T-shirt,Adidas,White,XL,Winter,NewYear,180.53,8,94.16,28,7,18,4,Yes,0.26,Low,42.44
510,37,Female,Kolkata,Shirt,Zara,Green,XL,Summer,Holi,263.72,4,117.96,26,17,2,3,Yes,0.21,Low,54.27
511,42,Female,Kolkata,Hoodie,Adidas,Green,XL,Winter,Christmas,306.06,4,218.33,91,28,4,0,No,0.08,Medium,37.24
512,39,Female,Chennai,Dress,Levis,Blue,XL,Winter,Christmas,226.67,3,123.0,116,38,19,5,No,0.56,Low,78.99
513,30,Female,Bangalore,Shirt,Uniqlo,Red,S,Autumn,Christmas,240.79,5,175.47,49,22,11,9,No,0.01,High,3.93
514,36,Female,Mumbai,T-shirt,H&M,Black,XL,Autumn,Diwali,61.67,1,47.98,106,15,17,5,No,0.41,Medium,43.18
515,53,Male,Bangalore,Jacket,Zara,Black,L,Summer,Holi,332.11,2,245.4,21,37,12,6,No,0.07,High,38.23
516,29,Female,Chennai,Jeans,Nike,Blue,M,Summer,Holi,63.75,0,123.57,1,15,2,0,No,0.41,Low,64.76
517,58,Male,Kolkata,Shirt,Uniqlo,Blue,L,Autumn,Christmas,275.64,1,201.59,118,25,6,3,No,0.04,Medium,96.63
518,36,Female,Hyderabad,Jacket,H&M,Red,XL,Autumn,Christmas,107.39,1,223.11,92,21,9,8,No,0.84,Low,51.04
519,29,Female,Bangalore,Jeans,Adidas,Beige,S,Autumn,NewYear,328.09,7,78.71,112,38,5,9,Yes,0.21,High,98.69
520,26,Male,Kolkata,Shoes,H&M,Red,XL,Autumn,None,257.59,7,267.71,58,2,20,5,No,0.33,Low,30.22
521,24,Female,Kolkata,Shirt,Uniqlo,Green,M,Autumn,None,268.76,1,192.54,79,27,21,1,No,0.87,High,3.09
522,45,Female,Delhi,Shirt,Uniqlo,Beige,L,Winter,Eid,92.29,5,140.04,55,32,9,3,Yes,0.75,Low,16.57
523,31,Male,Bangalore,Shoes,Levis,White,M,Summer,Eid,166.2,4,71.05,81,21,23,5,Yes,0.22,High,39.51
524,48,Female,Hyderabad,Shoes,Levis,Red,M,Winter,Holi,223.88,2,283.84,26,4,8,3,No,0.07,Low,31.63
525,36,Female,Bangalore,Shirt,H&M,Blue,M,Winter,Holi,274.09,4,231.42,84,19,20,9,Yes,0.72,Medium,9.71
526,33,Female,Kolkata,Shoes,Adidas,Beige,L,Spring,Diwali,54.31,4,78.25,25,2,8,6,Yes,0.39,Medium,43.27
527,22,Male,Hyderabad,Dress,H&M,Red,XL,Winter,Diwali,337.58,4,114.56,77,26,22,2,No,0.77,Low,33.81
528,52,Female,Chennai,Jeans,Uniqlo,Black,M,Autumn,None,313.77,2,246.71,33,34,21,5,Yes,0.45,High,12.26
529,29,Female,Delhi,Jeans,Uniqlo,White,L,Autumn,Eid,109.22,2,214.79,89,14,23,3,No,0.35,Low,29.61
530,42,Female,Kolkata,Jeans,Nike,Green,S,Spring,None,291.51,3,234.42,72,15,6,2,No,0.45,Medium,88.64
531,38,Female,Mumbai,Dress,Levis,Black,L,Spring,None,191.05,6,143.54,69,20,3,2,No,0.75,High,30.2
532,53,Male,Mumbai,Hoodie,Nike,Black,S,Spring,Eid,172.4,1,220.61,6,34,5,1,Yes,0.9,Low,71.4
533,40,Male,Delhi,Shoes,Zara,White,L,Spring,Diwali,123.76,9,128.22,23,36,9,2,Yes,0.05,Low,61.2
534,33,Female,Chennai,Jacket,Uniqlo,Green,XL,Spring,NewYear,211.72,3,79.15,116,19,7,9,No,0.52,High,42.72
535,56,Female,Kolkata,Shoes,Nike,Blue,M,Winter,NewYear,260.86,3,197.15,30,9,4,0,No,0.03,Low,23.9
536,59,Male,Bangalore,Shirt,H&M,Beige,XL,Spring,NewYear,155.61,0,293.28,78,7,7,2,Yes,0.47,Medium,36.9
537,56,Male,Delhi,T-shirt,Levis,Green,L,Winter,Eid,227.64,9,106.97,54,30,5,8,No,0.89,Medium,59.21
538,31,Female,Chennai,Jeans,Levis,Red,M,Summer,Christmas,250.77,7,149.07,87,13,11,3,Yes,0.36,High,35.08
539,48,Male,Bangalore,Shoes,Adidas,Black,S,Spring,Christmas,254.67,0,208.72,11,27,15,2,Yes,0.93,Low,21.49
540,22,Female,Mumbai,Jacket,H&M,Red,L,Spring,Christmas,37.15,7,171.62,31,35,2,7,Yes,0.63,Low,11.65
541,52,Male,Mumbai,Shirt,Adidas,Blue,M,Winter,Holi,303.72,6,256.16,6,13,13,0,Yes,0.93,Medium,87.98
542,40,Male,Bangalore,Dress,Nike,Red,S,Summer,Diwali,171.22,8,233.29,11,15,22,4,Yes,0.76,High,44.03
543,46,Male,Delhi,Hoodie,Zara,Green,S,Winter,Diwali,106.6,7,36.32,77,9,16,0,Yes,0.1,High,62.52
544,28,Male,Mumbai,Dress,H&M,Red,XL,Winter,Holi,99.78,4,299.56,12,23,7,6,No,0.23,High,49.04
545,35,Female,Kolkata,Jacket,H&M,Blue,L,Spring,None,179.39,7,230.67,118,36,8,4,No,0.39,Medium,87.26
546,29,Male,Hyderabad,Shirt,H&M,Blue,S,Autumn,NewYear,312.65,9,261.89,66,3,6,1,Yes,0.17,Medium,54.69
547,26,Male,Bangalore,Jeans,Adidas,Blue,M,Autumn,Christmas,144.85,2,202.34,53,34,24,0,Yes,0.49,High,48.08
548,27,Female,Bangalore,Shoes,Nike,Green,S,Winter,NewYear,267.41,9,259.76,99,19,7,6,No,0.47,High,92.46
549,34,Male,Mumbai,Shirt,H&M,Blue,S,Spring,Christmas,51.95,6,51.47,119,28,18,0,No,0.96,Low,71.97
550,55,Male,Delhi,Hoodie,H&M,Black,XL,Summer,NewYear,177.1,3,117.37,36,23,22,2,No,0.43,Low,11.15
551,24,Female,Kolkata,Dress,Levis,Blue,XL,Autumn,None,347.26,4,265.4,17,7,22,5,No,0.79,High,17.77
552,30,Male,Delhi,Hoodie,Zara,Red,M,Summer,NewYear,274.24,8,76.46,28,12,20,5,No,0.94,Medium,78.71
553,57,Female,Chennai,Hoodie,Levis,Beige,XL,Autumn,NewYear,89.47,6,41.91,92,14,7,6,No,0.88,Medium,83.59
554,59,Female,Chennai,Jacket,Levis,Red,S,Spring,Eid,185.48,3,240.67,22,15,3,0,No,0.21,Low,54.52
555,26,Female,Hyderabad,Jacket,Zara,Beige,S,Winter,NewYear,97.1,5,253.94,102,3,5,6,No,0.5,High,55.45
556,44,Female,Mumbai,Shoes,Nike,Red,XL,Summer,Eid,155.16,9,65.54,7,15,1,1,Yes,0.35,Medium,63.19
557,19,Male,Mumbai,Jacket,Levis,Green,S,Summer,Diwali,277.43,6,259.22,15,24,15,5,No,0.4,Medium,43.91
558,22,Female,Mumbai,Jacket,Nike,Red,S,Winter,Holi,274.5,9,212.29,96,8,3,7,Yes,0.36,Medium,68.02
559,46,Male,Hyderabad,Shirt,Levis,Green,M,Summer,NewYear,95.27,8,165.62,11,5,8,4,No,0.83,Medium,10.85
560,54,Male,Chennai,Jeans,Uniqlo,Green,XL,Autumn,Diwali,324.33,3,252.47,24,4,9,9,No,0.45,Low,96.13
561,55,Male,Delhi,Shoes,Zara,Blue,S,Winter,Eid,215.55,9,137.39,67,14,15,2,No,0.52,Medium,75.02
562,36,Male,Hyderabad,Shirt,Levis,Black,XL,Autumn,NewYear,145.38,2,74.32,30,16,10,7,No,0.98,Medium,63.12
563,25,Male,Hyderabad,Jeans,Uniqlo,Beige,M,Autumn,NewYear,185.64,7,99.76,70,20,2,7,No,0.06,High,31.63
564,18,Male,Delhi,Hoodie,Adidas,Blue,XL,Spring,None,219.67,0,161.45,66,24,20,3,Yes,0.49,High,16.1
565,39,Male,Mumbai,Shirt,Uniqlo,Blue,S,Autumn,Diwali,204.76,8,168.77,61,6,5,7,No,0.77,Low,40.93
566,34,Male,Kolkata,T-shirt,H&M,Green,XL,Spring,Christmas,180.51,0,245.56,78,31,19,4,Yes,0.15,Low,66.16
567,24,Male,Delhi,Shirt,Levis,Green,S,Summer,Christmas,186.63,1,241.58,41,6,13,4,Yes,0.61,Low,63.37
568,42,Male,Chennai,Jacket,Uniqlo,Beige,S,Summer,None,78.22,7,182.78,82,35,11,2,No,0.24,Low,38.26
569,21,Female,Bangalore,Jeans,Nike,Red,S,Spring,Eid,288.2,8,238.62,51,15,1,6,Yes,0.87,Medium,61.33
570,53,Female,Bangalore,Shoes,Adidas,Red,M,Autumn,Christmas,198.78,6,73.7,44,29,22,8,No,0.33,High,81.37
571,23,Female,Hyderabad,Shoes,Levis,Blue,XL,Winter,Christmas,63.26,2,34.02,95,3,15,8,No,0.33,Medium,2.63
572,48,Male,Bangalore,Jeans,H&M,White,M,Winter,Holi,272.83,6,264.62,13,11,18,0,No,0.6,Medium,45.06
573,36,Female,Kolkata,Jacket,Uniqlo,White,XL,Spring,Diwali,327.71,5,41.16,90,3,16,0,Yes,0.18,Medium,75.86
574,56,Female,Mumbai,Dress,Adidas,Red,M,Summer,Eid,332.61,1,89.07,108,28,9,9,No,0.28,High,54.61
575,44,Female,Chennai,Shirt,Levis,White,L,Summer,NewYear,141.78,2,214.69,12,10,1,4,Yes,0.42,Low,65.15
576,27,Male,Kolkata,Jacket,Adidas,Red,S,Winter,Diwali,64.72,9,134.65,82,33,11,0,No,0.35,Low,51.67
577,43,Male,Chennai,T-shirt,H&M,Green,S,Spring,Eid,191.07,9,265.37,9,16,9,3,No,0.52,High,99.19
578,36,Male,Chennai,Hoodie,Uniqlo,Blue,M,Winter,Christmas,57.16,4,103.43,113,10,23,0,Yes,0.6,High,5.46
579,56,Male,Mumbai,Jeans,Adidas,Black,L,Autumn,Holi,328.22,9,23.32,85,33,11,1,Yes,0.57,Low,49.1
580,20,Female,Hyderabad,Shirt,Adidas,Blue,S,Autumn,Diwali,80.58,3,104.18,48,36,13,1,Yes,0.65,Medium,9.14
581,30,Female,Bangalore,Shoes,Zara,Red,XL,Spring,Christmas,103.41,1,181.86,49,3,2,3,Yes,0.31,Low,15.98
582,45,Female,Mumbai,Hoodie,Adidas,Red,M,Spring,Eid,154.19,3,125.26,53,5,14,7,Yes,0.13,High,38.3
583,37,Female,Kolkata,Dress,Zara,Blue,S,Autumn,Diwali,146.44,7,169.76,56,12,6,1,Yes,0.76,Low,15.55
584,45,Male,Hyderabad,T-shirt,Uniqlo,Beige,S,Summer,NewYear,282.24,4,265.45,40,13,8,8,No,0.85,Low,96.37
585,25,Male,Kolkata,Shoes,Levis,Red,M,Spring,Diwali,170.58,4,275.5,107,24,18,8,Yes,0.26,Low,94.68
586,58,Male,Hyderabad,Jeans,Levis,White,M,Autumn,Christmas,76.35,9,94.47,24,32,16,1,No,0.41,High,33.61
587,56,Female,Kolkata,Shirt,Uniqlo,White,XL,Autumn,Diwali,108.18,2,149.4,98,16,21,0,No,0.5,High,63.97
588,18,Male,Mumbai,Jeans,Uniqlo,Red,XL,Summer,NewYear,188.01,7,173.76,72,32,12,9,No,0.53,Low,53.38
589,20,Male,Hyderabad,Hoodie,Nike,Red,S,Summer,Holi,68.66,5,285.75,108,37,11,9,No,0.66,Low,81.56
590,30,Female,Hyderabad,Shirt,Uniqlo,Beige,S,Summer,Holi,221.85,1,299.61,117,36,6,8,No,0.04,Medium,62.74
591,45,Female,Chennai,Jacket,Adidas,White,M,Summer,Christmas,206.7,1,85.91,33,21,3,1,Yes,0.72,Medium,0.03
592,42,Male,Chennai,Dress,Levis,Red,S,Winter,Eid,255.85,8,223.55,23,12,14,7,No,0.06,Low,76.32
593,50,Male,Delhi,Jacket,H&M,Red,S,Summer,Christmas,329.44,6,125.85,77,21,2,2,No,0.47,High,74.68
594,55,Male,Kolkata,Jacket,Levis,Beige,M,Winter,Holi,321.04,9,22.27,54,21,11,0,No,0.83,Medium,50.97
595,23,Male,Chennai,Jeans,Zara,Beige,S,Spring,None,332.2,8,22.59,53,6,22,0,Yes,0.45,Low,90.29
596,49,Male,Delhi,Hoodie,Levis,Blue,S,Autumn,None,100.76,5,148.96,49,9,3,9,Yes,0.15,Medium,90.84
597,38,Male,Chennai,Dress,Nike,Beige,L,Winter,Diwali,63.42,4,156.73,78,1,18,1,Yes,0.99,Medium,52.39
598,33,Female,Kolkata,Shirt,Uniqlo,Black,XL,Spring,NewYear,119.75,0,26.32,78,12,1,6,Yes,0.89,Medium,60.8
599,38,Female,Hyderabad,Shirt,Uniqlo,White,M,Spring,Diwali,315.38,5,212.34,80,14,24,5,No,0.77,High,99.65
600,28,Female,Bangalore,T-shirt,Levis,Blue,L,Winter,None,340.78,5,102.32,49,6,1,1,Yes,0.41,Low,29.88
601,54,Male,Kolkata,Shoes,H&M,Black,XL,Spring,Holi,303.58,2,176.77,102,1,12,3,No,0.18,High,32.46
602,53,Female,Mumbai,T-shirt,H&M,Red,XL,Spring,Diwali,56.31,2,104.26,60,22,15,1,Yes,0.94,High,18.28
603,52,Male,Chennai,T-shirt,Nike,Red,XL,Winter,Christmas,332.65,2,66.8,103,34,5,0,Yes,0.53,Medium,89.59
604,36,Male,Chennai,Shirt,Zara,Blue,L,Spring,NewYear,159.71,2,134.01,90,11,6,2,Yes,0.85,Low,74.45
605,37,Female,Hyderabad,Jeans,Levis,Beige,L,Summer,Christmas,23.07,6,85.04,90,3,16,3,Yes,0.34,Medium,10.56
606,35,Male,Mumbai,Jacket,Uniqlo,Red,XL,Summer,NewYear,165.99,9,169.74,65,6,12,9,No,0.34,High,98.18
607,58,Male,Hyderabad,Hoodie,Levis,Green,S,Autumn,Holi,35.2,1,75.67,32,6,12,4,Yes,0.99,High,73.1
